song_id,song_length,genre_ids,artist_name,composer,lyricist,language
mIy1PbU0kW/LR5UKlj3wJdxwy/yzjtNcjJQVYKPxh5E=,242184,786|947,李欣芸 (CinCin Lee),,,-1
NOe1X6RSJD2nYPmOiYgbbYP48+TwAcyg312Cy+O1eAU=,187559,465,Namie Amuro (安室奈美恵),富樫明生,m.c.A･T,17
qWV7nYG5QZB0sF1+hkewU/06sLCnZ3yJTQfdcjPnO/w=,282749,947,証聲音樂心靈館 ECHO SPIRIT,Andrey Cechelero,,-1
OHHy9DImnhw1HL0NWnGCUbpm6LVHOglAwwP+pMqJNuE=,511070,2022,Pink Floyd,David Gilmour,David Gilmour| Polly Samson,52
O6m3kq4on+d9feKXI+O+/lVYIrDCBjaggIghKUegyTc=,244041,465,Strawberry Love,,,52
lHIX4Wpk7bh1DjEMJQr3YPeQslRhXcZLsQcReBqoTFI=,325636,1609,LCD Soundsystem,,,52
k9pis6XcYXmL6r88dhY7b35zQBjRcd9QVgsT5sliNEw=,142613,958,Capella Antiqua München,Traditional,,-1
6w/WcnAaGKjLpW6KNkw612uxEC6XZPXbtKuoutsvKyo=,355544,1259,2Pac,Laylaw|Tupac Shakur,,52
996JMBFsVxrSkXK5KBTawppQpfYNk8X9Y3GS6AiqCrw=,277385,465,The Whispers,Gordon Jones| Robert Brookins| Marva King,,52
NJ1WHGEqarsrmAKPT+N5HFOJDohl/ctBZ8Dydp9Hhpc=,301440,465,陳思安,汪中意,汪中意,10
Ydx02/r8E/MqwuBOR5LciW7cETY8UTgFkM3VTMSLdL4=,464399,451,譚詠麟 (Alan Tam),Eric Kwok| Hiroaki Serizawa| Jerald Chan,,24
Jov18uTbCRnRn4euSgv2gp2PlMOLwPy5jBWDz8QRu/0=,295311,1259,Soul'd Out (ソウルドアウト),,,17
o0amN3bnJYUNnUrq+Y78tYvKpiG0VO0RC+f+JSTGtUs=,239722,921,Nathan Furst,Nathan Furst,,52
64M6/EO0CZp13VR6CUhR3+NrogdMpRnlicommqewO8E=,244784,139|125|109,CHEMISTRY,,,17
vUAk4lzIndBFZNnLU1cAqYkJAG59NhgbmcnWV3ofkpM=,207609,465,The Corrs,R.J. Lange and The Corrs,R.J. Lange and The Corrs,52
7Oc26bmzOYZG0nILBK9cadAuybb1nqGO2MH1klM1EwE=,201967,2022,John Lennon,John Lennon,,52
WvJmjHdnt2T1HXWXKztOrZzUjTul7owIkZqH+D3MpRw=,244924,458,SNH48,陶喆,周啟兒,3
qLl5ViBGr6rXrvnC+PXUj2YhXwK5kQJXqCz5RA/RlXQ=,205453,1609,Sean Paul,,,52
WUNFw8ASn/OdQ/HKeYwCvkF5M5ox/5QHx119/eg/NE0=,264097,465,呂方 (Lui Fong),Li Hai Ying,Li Hai Ying| Poon Wai Yuen,24
P8WmwkZdnTENzXDD+oMMfF5kazPqt9sujZEgw6jomZw=,262164,465,陳奕迅 (Eason Chan),,,3
EKleBlt3g1ZHaccvscpPmcOQM8EZ4wWhKGr0ANoPoRY=,274274,465,Moulin rouge,David Bowie,,52
Lmm+aTzHGWuwZEGDPGq+ZukoiGRlcXbMGlXWKFQJnH4=,298631,139,Aaliyah,R. Kelly,R. Kelly,52
w8OjWO2ChMKyzsIl2xGonO+l2wYFWMjJaXsFbEUhaVM=,249077,423,Ricky Martin,"Ricky Martin| Lars ""ChiefOne"" Pedersen| Carl Ryden| Justin Stein| Nermin Harambasic| Ronny Vidar Svendsen| Anne Judith Stokke Wik| Ricky Montaner| Mauricio Montaner","Ricky Martin| Lars ""ChiefOne"" Pedersen| Carl Ryden| Justin Stein| Nermin Harambasic| Ronny Vidar Svendsen| Anne Judith Stokke Wik| Ricky Montaner| Mauricio Montaner",52
vrKMsh4OJLm4yV3PJywaQgWjlVGih9O+KD91UccuPmk=,246410,465,Attila Fias,,,52
eYVr4tn1XOYFrtEsSwZ7i2M02YdnhSUP8ab9KnGP130=,216084,465,陳瑋儒,,,3
D3emy3RzoNaXA27/0kTbBJzyf64o4IJc10ZZBnpriWU=,179629,2022,Tokyo Incidents (東京事変),Seiji Kameda| Spoken Word,,17
lQH98pRc1VuT8GSF9ARR60aTWsU6HQMBP2CsCLCu4OM=,218035,465,Sheena Easton,C Richardson| C. Richardson| J. Kimball| Jennifer Kimball,,52
szY+adRVU+17SVxjsjt6qrWgswrOhAlkHoKZrHLijYg=,194645,465,Jain,Jain,Jain,52
xCBRD00BIafQDvjU9ZA+yucJA0MGZGjMdzekJVhbO6s=,200945,1259,拷秋勤,,,3
tlr0W8h5br3LXsH4SCSkP7N5qjtaJ1aim1BE58vIT6s=,247431,465,林淑容&羅時豐,Miki Takashi,慎芝,3
j+tb55ak+LbZ2mkrmREfuiDgoSfH7BhPa1i8pHN9Row=,239909,465|1259,the pancakes x MastaMic,the pancakes / Big Sammy,MastaMic / the pancakes,24
FMvmX/DIK4VVxvI7GhjeHWbjfSqK+jCWlzXmlubvqMA=,282540,2122,Matt Brewer| Tyshawn Sorey,,,52
q3z63gAy+EL3tD+rR8AMEBG8eTaXHpfcJSZz7JCMPF8=,190589,465|430,Jason Chen & Megan Nicole,Kevin Kadish| Meghan Trainor,,52
gkZquoenq0zUJn8ysJSssqLzTpIFUkvbhJb1UzFFMaY=,218360,458,高勝美 (Malas Kao),Keisuke Hama,,10
924KKyyNZjHsz43Hget/452dCiOYCiVZPTob/rtlJeY=,250984,465,施文彬 (Michael Shih),,,10
2hypgv+kDnfIN3sz8MI2g+/JDB+N9DM15IGB91Sc0fs=,221492,1609,RIVRS,Charlotte Mallory| Fin Kemp| Mark Ralph,,52
dWvz+sIgWjZFbOnGhdg4wstc9A6P0anSgLsuR/DX3fI=,375990,1955,Periphery,Misha Daud Mansoor|Mark Hulett Holcomb|Spencer Grant Sotelo|Matthew Jeremy Halpern|Jake William Bowen|Adam Getgood,Misha Daud Mansoor|Mark Hulett Holcomb|Spencer Grant Sotelo|Matthew Jeremy Halpern|Jake William Bowen|Adam Getgood,52
b1yRZyEEBrjGlSOjrULGtCF85G4kHQhldWxYuxuOrx4=,214204,458,后樂團,剛果/海倫,李若君,3
dErZzwOgoPxACcCQXqp0Ghfin0MhIXhWZCFwZLyFzUs=,224026,465|2022,一步樂團,陳騏任,陳騏任,10
ec1gwPDfJ4tSVv+4pXitnr50uLvSAVdixCQjYl8uvDw=,177679,,ZAZ,ZAZ,,52
Mcg7taghQcBGiiCP8V1n1oyxvtuFb15iqRbF0jMUzdw=,184830,873,Jamie Grace,,,-1
qE6PtCj+EEOnDYc7ArhgPPypWpBKDzi7zOjqvQR69NE=,204486,465,貴族精選,David Paich,Jeff Porcaro| David Paich,52
HHXzZ7vJWSnBKgXoInidhrXjDBPC7RX5yQyAGce8u+Y=,218044,465,黃鶯鶯 (Tracy Huang),Amanda Mcbroom,Amanda Mcbroom,3
EOj14fJwrrSuxop5K5NOTkTEzxtynSymvhJu/MQX7v8=,247100,437,MAN WITH A MISSION,Kamikaze Boy,Kamikaze Boy| Jean-Ken Johnny,17
5NoniGhbJwm3kAfLCdZ14zdK6KXkNfKzzKeM+oLP6h8=,220891,139|125|109,Jay Sean,,,52
+ivXAn2qwhmfZrPblP/qR/Jl/XpTJBgFjT0B6z05WYQ=,48404,109,NxWorries,Glen Earl Boothe,,52
P+nai5inCVgnFWj1BrlswEZ7gll3w0YPbHrWbzTocIg=,429801,947,Della心靈換季音樂,,,-1
e2UCvEJSxSLz5cXKoWjXL9PAfFM1z3QgrehShylzNUE=,330001,465,黃小琥 (Tiger Huang),,,3
wgcag5Nrcv3O3V2Gm2yjo4DHy2On5Y3gMBSswa+CAFo=,220914,2022,Donovan,,,52
jXTQXe1+Gws+5MFAuUy/QufoFHcaPmA7g+t1oeKW6O8=,166556,465,Irene Conti,,,52
K7Xr+lpw3rduDZt+SR2qIv3VOyeKlV1BfKdeIS6W2AQ=,261433,444,yoojasound,Haz (하즈),Haz (하즈),31
OVBguHxa2Lm4t6/E7caapVa0+tvegx1HAzk8yWGDLSw=,208329,1152,El Condor Pasa,,,-1
oHXcBaTTTVOEBB7Fi5Ikus9eG8Vh7PqbJh2MYOeJsK0=,223773,139|125|109,Sara Pi,Sara Pi|Erico Moreira,Sara Pi|Erico Moreira|Gisela Pi,52
yo1tb1ajQHbzcGTCMAS086kpPfOxPCT65RRqDKpKMN0=,187977,2022,Sleep Party People,Ｂｒｉａｎ　Ｂａｔｚ,―,52
lHRqcN8h5MOgUTYM8OpkReQJbBg08426a+qDprFvRbA=,197091,465,Boyce Avenue,,,52
LlTujlZlapnNKGkGv3JRCslqJ1mJcnBMBrHCLTNfqmk=,242729,465,冷漠,陳偉,陳偉,3
IiDcTJF+wGCKAc3VAPwzfN4fyJLCOCFdwHCVWRmtaAU=,225512,465,Nathan Sykes,Nathan Sykes| Matthew Burnett| Riley Bell| Gerald Gillum| Talay Riley| Luke James| Karen Anderson| Robert Harrell| Etterlene Jordan| Edward Riley| Chauncey Hannibal,,52
BOY+84R6S0P6qgjFRwhIt7iIk+rEHOmRZkcTwwcIwXY=,204591,2022,証聲音樂圖書館 ECHO MUSIC,Jason Payne / Shenandi,,52
aVjRBqwnAZhLRNBpy6qNW9OW9N6vi39IWo+kCDLHYMw=,351608,465,Lee Dong Gun,,,31
Ooy3o+pfLXIp5zPI+poANjg3h41XEecvcm7rh0JRsI8=,133824,786,弦琴雅室-鋼琴小品集,Wolfgang Amadeus Mozart,,-1
yk12lz2emT7ShYIqywsF1MQw76p0wdpHk4bzxwJ5DkQ=,163840,940,Jim Brickman,Jim Brickman,,-1
XEqhV0KmjEk2joh5tYvdSSVPGigJwYN82/yZYQSyHY4=,170684,921,Various Artists,Ralf Wengenmayr,,52
99/6dubz8Q71fuCsZSaeMk9IIALTgZ2T/1rpvt4YHcc=,296193,451,劉德華 (Andy Lau),Wen Qi Yin,,24
diZyr2ZgYzshEy4ulUwgpdMH0tyzYJWCNoT5xMbfmuw=,240883,465,蔡幸娟 (Delphine Tsai),,,3
vJgXfCeqBubbgv7pgyz2tMyiIEbIKZvUNvpHaTBgP2U=,236773,958,Albany Symphony Orchestra,,,-1
ip7tgoeJxOBqudD9/2y+FnqayZ6aHSpc4AnDZkI8LQo=,219289,465,Boyzone,Wade Brown Jr.| David Jones| Johnny Bristol,,52
x3/h+3o0TeG4jL+3YWCWQexO1pTlC+ysqxxf2ZMPY3o=,225175,465,Hanako Oku (奥 華子),,,17
sgQFORZ/Ltzt5mGS+hZ/1iZ+5XVbCb9BDSyJVyHQUh4=,100623,2122,証聲音樂圖書館 ECHO MUSIC,Kentaro Sato,,52
P2Ra/C6netI194kdJqaPBnfWuCLcAj1oWxrMpU4gATA=,115794,921,Five Guys Named Moe: Original Broadway Cast Recording,,,52
UQll5CGjfmCcI0ku8XKdfe4sjmZ5PiiMcumRz8D0uF4=,279870,2022,Dark Tranquillity,,,52
hFLzb+uHcnL+oFXL/eHZe+FSjnoVpRi/5qLOgboxxaE=,202849,1609,Avicii,Tim Bergling| Daniel Adams-Ray| Henrik Jonback| Jonas Wallin| Petter Tarland,,52
4kw+zjJ0Q530sfKtFO3wvkFp3vm3VRXRGlV8swnXWaE=,304378,2122,Les Parfums de Paris,,,52
IFBubCrWIInfJd3vKfCggsMoAHvLhz2erVssJ3cCllU=,213716,465,Selena Gomez & The Scene,Fred St-Gelais,,52
OPVbmqLCN7PSGrqGzgHDTa4gfpHvg0CzcmpNxeVuHss=,231444,465,江美琪 (Maggie chiang),Carlsson/Thomson,,3
thmCatFyj28KZit1gSQ4Km8k4jN7HP3fYXn+sNVTk3w=,205821,2122,Bill Evans Trio,Howard Dietz| Arthur Schwartz,,-1
jrKW195lsB6E646pe9YWMqNmIvKhaRQPMEMFuaUFE0w=,202083,465,Original,,,52
MKg3oY8tqEax2H+NJlodunLoJdi0s1rghh6dw7BrVwQ=,308640,2022,hush！樂團,HUSH,HUSH,3
LE0j6kpGLIc/uDU1rjr4tZ3kLTcqcq31Zh7uETgN9OI=,289413,444,miss A,Eun Jee Shim,,31
49DLOWCW8+5d8V4Yd9u1UqNsShdgTm4B3tDD9f6h58M=,267493,465,春妹,夏國星,許良褀,3
ZNfESjell3t3n/tNUdJWBFwxf9DUbGODCc8c7UhuWr4=,222850,465,Smooth Jazz Chill Out Lounge,J. Deere,,52
5kXlz04EKMEFJWRccZUyAbGYEk04p5CmbtvQtDwij0c=,211539,359,Red Hot Chili Peppers,,,52
hxUeeb4S8YMuq1ii+eYaRPQiZRuBbp3FIFGI80oTEjw=,324058,2122,Bill Evans| Jim Hall,Richard Rodgers,,-1
KgO05KtPXExnnX9f5LPndFVR0gSZp9m6cYRR96xLOkc=,238376,465,王菲 (Faye Wong),Faye Wong,,3
aKY0mVjv154a9jTWKWomItb0/e751cnNvdVwf70i0iI=,202814,444,2DEN,2DEN| TAN| 조연수,2DEN,31
hkB+5JDGCmupDTKFrEKFHu/LU79s473Lb+5jQL3Azek=,227416,921,范宗沛,,,3
jTJhLfS1NZLL9F7MwssLKyKLN+m5UzwTHkdmsDCbHPk=,1585504,873,佛教國語課誦系列,,,-1
xhKx3p+5XzeiugaY/NwQrjHz6DffIfj9dYh33YBDqU0=,226194,465,Simple Plan,Chuck Comeau| David Desrosiers| Jeff Stinco| Pierre Bouvier| Sebastien Lefebvre,,52
NihK5LtCFDMi6pz1g+wX74hZu+VuXahQtS/gJejjQ+Y=,281193,465,Kelly Clarkson,,,52
ndJCvibGBV0AOCTGqNcpmUosZMyx5dzZwgbXuoocCAI=,42684,958,100 Best Children's Classics,Camille Saint-Saens| Camille Saint-Saëns,,-1
2ZK1gMBBqPmGNPupWfdjw1Z5aauwH+j4yknCfRQr7Xk=,244367,465,Hwaii,,,31
Aq9sqHTj8tIBJHp+0GSFjkiHuhgB2Hw8E//7DrShOR0=,136208,873,佛教國語課誦系列,,,-1
Jp9XmXxrTbKTMcnSVuOg2qIiR68gl5OX43ebFvkN1jI=,254722,465,Original London Cast & Andrew Lloyd Webber,Andrew Lloyd Webber,,-1
ZMfUW6uA4EnTn604HeTjZegQ6piplzhtqGazFUHCJEU=,224862,465,鄭智化,,,10
oceKbqZjzxuPl6oqO/eWf1SBLFj6UNrpJkAGwNI5nTY=,62508,921,Archivo Sonoro de Televisión,,,52
ZUXhKWasx8GNete6UMaesOXPhWMvpRGV5iQC2MCikLw=,257649,893,Max Richter,Franz Schubert,,52
St6Z1Kwurw7oJ6PO/Wm4H4qZ89QUnWMEa3oofpaOy88=,235265,958,Hayley Westenra,,,-1
MjUb6XV1ZdDFkUfj97218tDESXM1cUMkQpfoGtBLKgs=,286023,465,John Mayer,,,52
GXmVoMzMP7uog0V9oMJtRtqluiyTBGgZOMC1cNOc/bk=,204335,1609,Zedd,Matthew Koma| Miriam Bryant| Anton Zaslavski| Victor Rådström,,52
nVb1wr/Z+GHnIZBS3pErWdxFBNsgroCV2kh5RQri0Tk=,315350,880,Jan Lenselink| Noortje van Middelkoop,,,52
+cFXr4utWT7LLP4LCw1LopFsub3No2Xm20iHcwG6We8=,214099,465,Leigh Nash,,,52
VOEPdoYTgTuYXSU7nGZLB1nA342bKaZOXfKA/u+iX/8=,226934,2022,Patti Smith,Tony Shanahan; Patti Smith,,52
ozq/51eBcfXRjqAR8I/dblbtX8E/sS1Vl23A/UgOXYA=,275667,465,內地華語精選,,,3
iBC8smju8oI/4hDCFv33kD6LcgzO1wfR7wfvqgQAjfU=,222075,465,SHINHWA (神話),,,31
f0KbGS27VG2kDhzMrg3+ubQwgJN5VUhaPaV4rPW1j18=,218383,2022,KEYTALK,首藤　義勝,首藤　義勝,17
KyrISz2PpTRbIQJynP3IF9O4BvGaKGBf994WIyOvSz4=,194011,1609,The Crystal Method,,,52
ObxsD1eUn5SPS3yGUl/zM/me2AV27U1olxWbtegQQbU=,285989,465,林欣彤 (Mag Lam),Matthew Tishler/Andrew Ang 洪金德,林若寧,24
6NoWuzkvQYoRkJETQP2p6xaOkVWCL8nSwAYRMqbaVSU=,253329,2022,Gary Moore,Gary Moore,,52
RS5Q2eYOa3GvMr4bncLZmBECkKpm/cPMTDXvm6rAeyY=,259866,465,Sowelu,,,17
OI6dDZ5DV2Xi597hs85QfgoJbQodV+lVwkMcMzI4E9M=,161564,2022,Goldspot,,,52
b29VBK+ic8Ko2+yz5BRh2sa2Qh83bv47JUOalW+IyJI=,88293,465,新和兒童樂隊合唱團,美國民歌,王毓騵,3
O7e8p8O+p0OD/F6/5qvh8SazBt3AauN8fNIpbcaP1RA=,158824,1609,Sigma,Ina Wroldsen|Fraser T. Smith|Joseph Lenzie|Cameron Edwards,,52
RsFumbKBvn/GfA02kQubDFS2V3kTwIZVazR3aDcQj4k=,242207,465,蔡琴 (Tsai Chin),徐朗,陳棟蓀,3
RU2bNMZXu6xnlIllCWr4gPgMh4hM3WdKrC5e2FISgck=,261874,465,Christina Aguilera,,,52
Mq6QR6DMOpYy9T2Dpk9y/dUV0fnaP7kI9QCNl7o6suw=,254746,465,張宇 (Phil Chang),,,3
f8GOaS5lKsL5eBQd/DuSk6YC6QcvuKNaHob977ZXlzI=,130742,921,Various Artists,Oh Joon Sung,,31
GlgPLzrTjp+QNo9m6I1p99waeQRcerCHi/d+JU/tpBo=,214552,2122,Louis Armstrong,Andy Razaf| Fats Waller,,52
Y8DoIW9xArouUf6Jl/kwhXhtraGH35WyfUmiWK6E27o=,264568,1259,Xzibit,,,52
jzusSfxut3dyJT793i9OEjJ1MpcDmoNd8IiW3F7m/jo=,285857,900,Les Misérables - Original London Cast,,,52
XT1h4IGlrXjyutaAFVonZ5MHQzaYtKDTApVM34EClWk=,298422,465,滾石三十  青春音樂記事簿,,,3
8nVgMjpt4lL1s8lmHkbWPEY60iNzERHNuIwMRk/1IQk=,227918,1609,Late Night Alumni,,,-1
D4SXhymDzm5zauwQT6oZD9CMMQyHfjQGiaIZbR9Rn4I=,286255,1152,Relax α Wave,John Denver| Bill Danoff| Taffy Nivert,,-1
fKv4sXj/rhNiI1k/oOUeVcBRWOMd1/DXYLFL6McifxI=,204277,465,潘瑋柏 (Will Pan),易家揚,易家揚,3
02ShnbnzPxrgl3g1F+k7s2MeOTaF5CUtxJEJzUu++FU=,231920,465,Lionel Richie,Lionel Richie| Thomas McClary,,52
WQsQMeV44eiCGgxP5Vj9KXUbIBb1yXo2+eAEvlxv5ZE=,272045,359,The Naked And Famous,Thomas Powers| Aaron Short| Alisa Xayalith,,52
FIcAb/zbX8O+ALlkrnTbBtvpmsKjTUBizgEN99NG+dc=,230643,444,Seul Ong,Seul Ong|Min Lee Collapsedone,Seul Ong,31
EQCRBOHXe7qqRARsFnrVf1LMxRvW0j+Oqn/GWmiXibY=,315234,465,India.Arie,Don Henley| Michael W Campbell| J.D. Souther,,52
d6Rk7FLV2dU51nJ5U7X+A8gTFg7XSCN3FbG3+Qsf2Rw=,217107,2022,Rhye,,,-1
tVZXFKuapKfGGSyfLhaXk09FUyDN5edkG1IpMC4SrWs=,274752,2157,元冠,元冠,元冠,10
utF4Eb0sAJBe+12tjLb4C/nwHYkvZJ29DmhW74U9KZ4=,357982,786,Greg Howlett,,,-1
kJyYzAKX20JdOm58W7Pju5luJzpFw2KOrJ8lGkrrCS0=,193933,,陳妍希 (Michelle Chen),陳妍希,陳妍希,52
08f/3gnnOBxReDHW6xTOD5yui/1bBl3+5bTOLKnpRUA=,180837,2022,The Beatles,John Lennon| Paul McCartney,,52
rUw0mUx/O1meSrmX+WcMnILAuj9VHQKX7jLQOP5A130=,187524,1011,The Shires,Ben Earle| Crissie Rhodes| Dan McDougall,,52
hQktGTBkB5q53TPJoicSoz1ObnvkqBo0reTHmFeksYk=,281983,786,Soft Background Music,,,-1
dBF/6SydB2S0Si7pVjo+Np/9Oh+Qmo/xDtyGV9Qmxhs=,275296,359,Viento Smith,Viento Smith,,52
pbXF04J2hJbWl03HgMUsHIVSRWWbcJSRXJPpAJYHTEA=,262121,437,T.M.Revolution,Daisuke Asakura,Akio Inoue,17
Bilphc7PXASlaNtU2EDA3n82Mf3KUzOCtmhp9FSDF9U=,294614,1259,Montana of 300,,,52
k2pQC1NW9H3WMrNEIN3DySZXV5yYT1wTEy5zxKi7ivc=,204428,465,Joss Stone,"Joss Stone| Raphael Saadiq| Robert Ozuna| Chalmers ""Spanky"" Alford| Whey Cooler| Jade Starling",,52
ciiyNwKfPVcW6xvFteTkcpfuE9KQln9t35uIUfBywwE=,375118,958,Yann Tiersen,Yann Tiersen,,-1
+BeGifW49+e9DT+SvqSPahO+U8pV0JAHhuhSctKYw5Q=,288206,1259,Eminem,Snoop Dogg| Marshall Mathers| Alvin Joyner| Andre R. Young| Melvin Charles Bradford| Mike Elizondo,,52
l6n52BIoiU7+efBfSkHz4IENkVA948rcIhbY85K6EC8=,331859,465,Janet Jackson,Janet Jackson|Terry Lewis|James Harris III|Dana Stinson,,52
/LqHLWDC46XucEvtsgH7sV06nrZvZIfQHe8ZHaTk6EE=,289227,437,Softly,Softly,,17
OrZW/x4H88c8iWEB+ObiovtrJpYvunrR0U57qqo4APQ=,325728,465,唐儷,王尚宏,王尚宏,10
9/F7hvbMk9PQcQxtYJ2U2HZAnUakaF5x2QggmoavLzU=,254171,139,Sean Paul,,,52
zzpO4Ur6E+kXnmwUEkj8D6M8UJ+DqwdFqviIjU0lX6w=,226220,437,K BEST ALBUM,宮崎  誠,来楽零,17
dGZhf701lfnMgwcUs8GJAzZ8qURjKE3SCvOIATB9d38=,211209,465,Ariana Grande,Ariana Grande| Harmony Samuels| Courtney Harrell| Al Sherrod Lambert| Moses Ayo Samuels| Olaniyi Michael Akinkunmi,,52
wUD40D3JWbjYL1Th6auOv9MPgIUHlDyw+uDlTOb6tr8=,318798,2022,Yu Takahashi (高橋優),Yu Takahashi,Yu Takahashi,17
NdL2rlmnpSnM1Xfbt8UVXgY6a7S04+xAea8/SzN/E2U=,240976,1609|139|125|109,Sleepless Salsa In Cuba,,,-1
sbN91vph2e70qSK/Mfzy1h060WEJNl0CCIGVCFlBZbs=,663745,481,世一文化,世一編輯部,世一編輯部,-1
zM9SciX4qPH8Kub1O9RIdX+01TSHRFiEDNErH46yvk0=,354522,1609,The Chemical Brothers,Tom Rowlands| Ed Simons| Beck Hansen,,52
RMlyX5+KnLr5qN3RD7QUkGsfksh/6rREIpuAZyGjM6I=,186874,829,Various Flamenco Singer,,,52
EPo2Hc3wiJMU0F4tO0+Eqns7ZCDn+OdZc8ByI6lf1z0=,197067,465,Laura Cantrell,,,52
xLixTxmmNIMHlFHIiaas3O2rgY5rJMIPxvhx3ZNVJkk=,278732,2022,The Pretty Reckless,,,52
CJE9A5Agf4mMo4qYPCrUVEnwZULh8b8fmYCzmAO/HAE=,264463,465,Power Hits,Lady Gaga| Fernando Garibay,,52
wI2P1/WnXaW3V5YiMM+x5lPV+OWM+EaA0YXcw1CjpMY=,325146,1609,Honne,,,52
VoujpKUQqldjZpq4KvST+HcsTq23Sq0Vq2JCtVqXn2g=,187794,465,Jason Mraz,Jason Mraz,,52
44jI8dUkK3d9RcRD03JGjEGbu5M3I7cuSbBOaYgYiD8=,707697,545,吳兆南+魏龍豪,,,-1
/JdaK+moLrMp9PR3qiGgSn4lN1UZqmaWjk8n5A8aTJo=,224769,465,Moon Hee Jun,,,31
L1sSGFT067YzTTZq2/UqJ57pztiasaz/VyoJKKya+QE=,211580,880,Lauren Daigle,Lauren Daigle| Paul Mabury| Michael Farren,,52
zygD5kelXQOg9D4kK7rTNdTeMzK697E9IYQ3rkQ3Iyc=,182741,2122,Django Reinhardt,Alstone| H Evans| Lawrence| Livingston,,-1
8cTr8bfwN5ULmgqXxQTLwlRcwtryzZYdXbixGdTLBzA=,353129,2022,Gary Moore,Gary Moore| Max Middleton,,52
yJtnLtULTtyMG2mdA8cUZ/sQYJiJ34oSlo2sqtzViE8=,181951,1259,Post Malone,Rex Kudo| Austin Post| Ryan Vojtesak| Idan Kalai,,52
NUgslUPsp7KRtNiJ75SY1qf4V95WFRvm+GbXsTn71Fg=,202370,444,HEYNE,,,31
LanYpHSr5CRq+bDXuRWSjmXfq9CHCB32Mm6AJjnZEmI=,376999,,Spa & Spa| Spa| Massage Music,,,-1
VubSDWr54C5WW1ZUMP7bYNHSY0m758oKkBghIwgXsTg=,133283,880,The O'Neill Brothers Group,,,52
FPmMn3yNW9CnP+gSGIh0402ar1UUvI4zwhC14zBbLRk=,223817,437,Crystal Kay,Crystal Kay| Anne Judith Wik| Ronny Svendsen| Nermin Harambasic| Robin Jenssen,,17
+CvSRfRYxfqYVsYBJviK0H8+2DVavAin6f43DB7J7dI=,247431,726|958,Various Artists,Franz Gruber,,-1
fqKQ6AQnEbixvMbFf73aODs7OdGTeCgX1kf3D8DfuRM=,329978,,The Harmony Group,,,-1
OK4SPAnmQ0sE8yzuKs2+sbVcE7RExmYGrZgeYXNLzIc=,204462,1152,癒し音,Neuromancer,,-1
wRXjW/1SSvl+Pk69r5JzCXPikdFEQRMWxjq/FJxUV+Y=,291744,2157,謝莉婷,陳文靛,高以德,10
MtJJWolPRSbi9yM9FJob2FP/OEqexTS5O2HqLrU50f0=,327308,465,Oldies 101,Thom Bell| Linda Creed,,52
+07AMsEt6X88VWzz+EE7DuvnjSMXF6JXGKOhzwkjKAY=,202431,465,Michael Jackson,,,52
cLrNom990uzXbnBpklOCBeyIM3m9rmi+2UqSLf+DSjE=,210094,726,Happy Baby,,,-1
kSzDNSFFCy5KKSXfNuZNbA2w6i9Xj/bp/AHeLIczYXw=,47833,726,Audiomagic Kids Songs,,,-1
iqw+/FhY9lGxpohXb1V4soZ1fCdxuleS9ESUugmdwGs=,201665,2022,Devendra Banhart,,,52
TKy4ByBoPFavJ81/xeBAe/EVW4zPirUnMaBb7gP5fpE=,177737,465,王力宏 (Leehom Wang),王力宏,王力宏+崔惟楷,3
EAIdr20JVN7zhXP24fzrI2H7IINR42MaYAOyKCejjro=,223503,465,TVXQ!,,,31
V3tRPnD7GBJ3Vewu7ESOB++Gav52eh8T2Lv3PGgSE/s=,195140,1259,Kafani,,,52
pJ9ykk5bc70ERxsM+1E2xZMXSTtjLKe0L/rOebNVdK4=,229877,,Natural White Noise for Sleep| Relaxation| Spa and Healing,,,-1
l5GkwZVbzKLDKpxgZpasSlwB6ZUrtCRJ4Ls17GN11rg=,270942,465,李星諾,陳韋璇,徐世珍/吳輝福,3
1levIMD7bxl/kn5sjhC93zDBWqYb+cQWj5MauDZl5XQ=,277432,451,Various Artists,Xiao Xia Chen| Li De Yang,,24
0FlgbUUICi6gMjTTrl1CvfwmjRpiIRCnM/jwtEs2hwo=,221622,465,Various Artists,,,3
BQmNrmR/fClJjafxAaveqsLogNcuMrgJfb7Z9FSgyyE=,240222,465,林志炫 (Terry Lin),,,3
t4ODULVyJJa28ySqAnfAiafq3pamW1gbV8Nb33BZUu4=,195001,465,華夏流行排行榜金曲,,,3
xr0o7OrzQms41/AXv2OhPBp4Nk/XLtrPQ7mormRGrKY=,258205,465,Sarah Connor,Rob Tyger| Kay Denar,,52
O+smCpM0Wk0y+kaYz/7ZdTQlsjpLSEz1WigrWkRd46g=,222354,465,蘇慧倫 (Tarcy Su),Xue Qian Yan,,3
WDJONeyDKTo5FqFj8EYvzFAXZrLlozQSb67W3pPcBmk=,246457,465,SUPER JUNIOR,,,31
7fTAAgQZLKYFPp0o2Pyhpf+mCktVP/qsH0EOzHUJMQE=,174939,359,Red Hot Chili Peppers,,,52
1RchjLDztehe86gJpXeR4JpuR0u0t6/t59C8DuZS/3Q=,248081,465,Mariah Carey,Mariah Carey| Bryan-Michael Cox| Jermaine Dupri,,52
