msno,city,bd,gender,registered_via,registration_init_time,expiration_date
bONwlAAAMFoNC4uZdPMg+BwlAoHpHVHHA9nCZmu4P+g=,1,0,,7,20131003,20170928
qbm667kdLQfS5XRMc8/dn53lpIWRbZEgzNZPth/GR8o=,6,43,male,9,20071025,20170930
4OhbHn5Xn/OKgsGikJ93vqaRdoT1V+dvwtE0avChT5Q=,13,39,male,7,20101025,20170914
IDGr8hhqgQZzsPLnrQw5tfN0SQnlpwAvCJds3mEECnI=,5,32,female,3,20130103,20180824
fm2K9Ep/hFpsUhwVPPfr8l5m37mdSFJNdPYPAinywqk=,15,26,male,9,20070311,20180817
tFJKWFzKDr58oXdrwAnDgxeZ5uLPD+xEShBeFPMQvcw=,1,0,,4,20160928,20170718
XfpprnWJab1rxNSw8dFHabNGHiVXxBSFlDLA60Ryl1w=,4,21,female,9,20140403,20170604
QRZ4kWLVPFVI36wlIIVAtWlu2O6WykkS9+ZaUuw93gc=,1,0,,7,20140607,20171006
UPrJ+3lgvtr6Kysw33BGX+VCUJZkb8XnYCNHIwo2fDQ=,13,23,female,3,20130208,20170922
oC4ApbezL3a+gQ9w6qb/fO357TQ69xmHdmDSVbJFQSg=,1,0,,7,20140510,20170909
Nl0z/ybDKM4WhzOH91exDAbxHIbmFUOE9Q9MOwgE4CU=,3,27,male,7,20111111,20170313
ZvwauYEcgIBjO0e8Q2JFfU7wVrVGDmTzomoLsO57Av4=,13,32,male,9,20101009,20170916
Uref9b0Ir6btTgAGqt2AcQbNXTPjrz7/r9hQZB8FUPc=,15,26,female,9,20161220,20171223
k0roYlDdq0Kb4s/ZRIW9YHD8zsuhOvBbhKDpHZggHoE=,13,23,male,9,20111006,20170919
R+wFkaDv6pcMh79awfMJYfL4FC99kiAmLxirtNLBd3Y=,1,0,,4,20170105,20170108
QT7xr9g2qn5EiPNLILhbOwW64nZ7bDsYP5fBGvVvCow=,1,0,,4,20170123,20170126
1VQUMrxQ9sZJKzPjZ+x0pLQtBlPJXPyr9QodTWjHeJY=,1,0,,4,20170113,20170116
Ch6LvWHEiyzGxBufB4wbkEZ4aEoHBOSN7A3lndUyDqo=,13,27,female,9,20081028,20170930
q2rz8rlOqKfRoKJ4uEKAviZEXT+8uzI8ofdt9LRiWOM=,5,25,male,9,20101210,20171018
3CQMyZUY5MBkIGyTABV1MjpuQWVMOpTI7t4KwsMvbok=,10,0,,3,20140402,20170930
qP3klGd4YtPiBYfNH3rjfriDh8NGwCg6wuYi+fFw++A=,1,0,,7,20120617,20170622
PnBvpR0v+16YnIhqTKGkw1meVrULN/vzDn7/dnpZpik=,22,31,female,3,20120705,20171013
4gHvQhVzvApCdLg+zJigjUtnlbz6AMpUwHtnc4cyluU=,6,36,female,4,20151223,20160101
6xdFzPlrasIDD95mQWXVC3Bg4ptnGYtBl4ztVEZMddU=,4,26,female,9,20041218,20170930
VVDZTsiD3rrmfwHlsgmliijZCjAKtpYhUFg718imAyA=,1,0,,7,20150318,20170811
oVS7EWZwDT8McqFolhgs62RPmIUxQOjkCcAbZ0SZpMI=,4,33,female,7,20130514,20170908
V5CQKMV7qQfo3u8rBZN0nGyAffIvfvuscw4gSvuTk+A=,13,19,female,9,20110222,20170925
D1b8Onz5v3dJDx1E/9Dyv+YDydOGW3L5AlKrwA7m98M=,1,0,,4,20160420,20160423
a1MEIuoHI5u4d0qAzMk5zMTDN0mssG5CLbBSpP5k2dQ=,1,0,,7,20160206,20171005
UahOvTnBEIQAJPMfd5ytGocm9+bP8PBau27CUvWgzqg=,4,0,,4,20151111,20170807
FkO9m4iok8TEd5fx2Yy8eP1LjSF3UBNAmO7s6PJOGyc=,1,0,,4,20151214,20170712
IrUT6Cm7a5S81jQAhYUd5ZbgVysaiX1d283dpW97bDI=,1,0,,7,20160402,20171001
ZZTFw6BYLbFHbZn3jreAAAta6P69xbsuubIivNTWcxk=,5,25,female,9,20091128,20170909
MI21FrJxhPyOqxVStp5+MBiyzxhVWG3vE3dzWsMHg2w=,5,17,male,9,20110712,20170930
65Vh7i1YgPHXlqWifDOlKB1yHSIqjsNwkLi8+w2nwR8=,22,0,,3,20140801,20171009
PTXGbj8B522NU87tpaCKQAHufgtMKkuyG9JILH7+VCE=,13,28,female,3,20121007,20170326
8LTUNJ7OPSixzciJqudmjf2s45SXzyh7V0TWTUnAmso=,5,40,male,9,20070410,20180328
s15Tocl4OLQBOXoIpBJt8vPfgYKrYlv0tzwIeXBEIQI=,14,27,female,9,20110224,20171026
8h2evnlVW37+/g6PR4qUsA0dJtCWWeccFejv7bPK/yc=,4,29,male,9,20111119,20170924
nTH7Zo0bmyTdovR3/sOPx1jZOLNWVprQw2TFgqeEVBw=,13,26,female,9,20140624,20171119
+m+z81JAi9UbPfmyjX1nxjeKoLjabPEU3aUxn0ftHDM=,6,37,female,7,20130119,20170923
I4xRmqHDvKrje1yNEaVbQCsgJdb2PYGCCd4UntJhdgI=,4,0,female,9,20140503,20171008
/LoPEMKDJVMupHLqH1lXEw5HatAa+EeX//cmESgiJfI=,5,20,male,4,20161029,20170912
/E7Fd8VLmOiVnxx4iogrILQDa5ecbNKGZB8JXHRV2YY=,1,0,,4,20161009,20170815
llnQm3eMceYUR0RiGpbXQ0p4+sTzw9F9vYg+TTvR9js=,1,0,,4,20170121,20170124
ARJ7hUnZf2qN3XhYrUvDM3tjaW3eBXqBRD4ORa1uBFw=,1,0,,7,20160912,20170912
2BA09f74TM5wuFl9XlwLkzHu3AoeHd8L9/nfEKsLyWo=,4,30,female,9,20081128,20170930
NeAKZ0jqPhN3L3DMSH3ApdoPlAf2bnEvTPRSAkdIIgc=,15,34,male,9,20061204,20170810
C1xZeKoGkKtjMt70Ze/NJIsgE05nkkLIV0AqgXwR/Pc=,1,0,,7,20151017,20170917
kJAMxEXyD4oc3dIRUaCZVTl3yGWl7fFKqpGmjv1IQZI=,13,30,female,9,20091017,20170930
7Gh1BcY90+l2ElVpVY76RutGUur1Xu9Dk86W21z1k1E=,1,0,,4,20161123,20170716
CxwLvxJvsvEIHfMg94LQuYZZtdsjl8MxrGTUxwUz8Qk=,1,0,,4,20170203,20170206
b84idMd8pRwxQoMKbIPkqiQ8ANpZceYm3UnvMeax9vA=,1,0,,7,20160804,20171004
iiPct/CDNAWvFI5wQGFGGWtXKSoKTyE0j5YGz/rqOTU=,1,0,,4,20161207,20161210
UACp+FtxanOSIYxpxGh9ijTZi3f1Lp0ORZwdYzUoIvY=,5,17,male,4,20161202,20161204
CLIvBFDrFy6hzzIhuEXRTDWI0DMCwUbYEtAkNMFUmuY=,1,0,,7,20170119,20170918
u/LpChCGK58xQAr0xX7o8QN/+egTKsh/Ei9y5OMKVPs=,5,25,female,3,20140122,20170609
qcLRKxYi5FBPD48PJ+JrP6iZIfOT3cmt2J73yzdq1gM=,6,28,male,3,20131227,20170926
ERsefTDZbLjPh/zcFBqKcslAidebx+PtruKpZMa2NIc=,1,0,,7,20161017,20170916
o3eHt+kIKUo0SophcLZ6184j4d7xzlzqXSl8ndf/vjQ=,5,25,female,9,20090714,20170712
+YPEJZRdnrm1Hu6MMvc/a87Cg5WAzenAYskV1AvtC+s=,1,0,,7,20111224,20170922
XlNmaVNn6JTIkYFMGZvx4EMvUblBXrVpFaI+Ablgy7w=,6,22,male,9,20110611,20171004
CH1FG+DZT6HglSgovxFTZU1z3Lpk8GzDVwV2YgkGxJA=,1,0,,4,20170217,20170220
aPS3y1uJ6dDbSL8koWmw8Uq1oN7DmR40qIV2wHAibY4=,1,0,,4,20161112,20161119
HE1CXEeWWDEyk2WW1xcp7yjrdcV6sgoehcJihueldHI=,18,24,female,3,20140213,20170922
HytLFoGhonEyKyuIM5hAW5gn/3hpnT8BYFFs1xpTnUs=,1,0,,7,20150916,20170916
ghwgnELs3jqD+GAWdROvQN7l2hfee6MpzoNbJhvemTw=,4,18,male,3,20130803,20130810
TTdNaQ72dHk9xV1A39jUkI+tbCohynwJYZh532k5siM=,1,0,,4,20161227,20161230
4dJ8bvUaP7GL6Q0EATwSKlDFao9D3TKtJHyxVKRuygQ=,13,24,female,9,20140208,20170918
DLSBouCNtdV3hcLIn1NAyDPIYfw58fyMGEpptYW+TyA=,10,29,female,7,20131122,20170915
5JPsdLEkkDx0uuyg+l5Q0dniYfNeig6p/fF3jczlFX0=,5,23,female,9,20130508,20180111
06HvjGldTs/LPl70ps0dSXMK/T69mUvyFFYg4WB9bYE=,1,0,,4,20170105,20170210
FVAjd9TUUoKeEWxHzLjnJ8yKJcmJsJGOOMjMgXCywpM=,1,0,female,3,20170215,20170216
rFvO5DvkWd2C0FJUVWcHNTp76lZTeAafuKDc0OFSuEk=,1,0,,4,20161231,20170103
SJKibwTbjSlh6MNqkCjEuVrNWSmj4OkvoSiLOFFroLY=,1,0,,4,20170129,20170201
H6URPOzrZvuqAcoiRPIl0sAJkNqKPbWWXV7Px+5awUg=,1,0,,7,20151221,20170921
LStQCHlzQ+g3ZjZalQivxjW4jcBjBnurkO5+SZmd4bk=,1,0,,7,20130614,20171001
okSXuuy3m4DLIX3mxXW0f2AqugcrFpTI2IeCLZcP3rA=,1,0,,7,20160422,20170922
/WMZItftC2BEEYOjx4/T4G7CkrWObFI5L3uuBApfrmM=,1,0,,4,20170123,20170126
fajkl5LeerPrXuZdLK6JDtSMd/6lIJDcR2Ul39cSExk=,1,0,,4,20161223,20170118
3UI8M435FX6cqSkn1Xvjq57CO7EPzi4D7FioynBOaEs=,1,0,,7,20150807,20171007
ZZ4UDIFNUwtvTRo6YHCYI/OG1bR3WCtRG2EZ9R/JjUY=,13,19,male,3,20150108,20170925
cEpxRuwO1Q9yWWPbN54+O4EG4quED2y9BINeSCbIdjA=,1,0,,4,20160605,20160608
Ot1y4vQhA6UqcqwgsFQ3tZrSG9XrlzHv9Vb58rrWcSE=,1,0,,9,20151223,20170922
uNdbXzkklNF1qlfYGLDpP9fZL+6lOrELVnu7fqkeBgI=,1,0,,4,20160324,20160327
LzoRcF2NjNaOX+K1UUFnHfyMBdmHNnP6H8yQjTv5SQw=,13,33,female,9,20070424,20171009
5F5IQD05PCqzp2etEo72NAb+nTmD//uH5IYEwFnbxTE=,1,0,,7,20151023,20170923
tDaqSXOOMHtXEJFLJYvIkcdCyytRDn7MghenZaC0Hxc=,13,27,female,9,20081213,20180209
FRVJkt0QpoC6y8UCzOUtYwS3b5z71YDghw3IjpSqfo4=,1,0,,7,20160126,20170930
qYU6ZnCFd2ihSg/Be1/CmtXReB3hBfM3F4j5mzmlEVs=,1,0,,7,20151217,20170917
H5qeA2lQlT8KLwnScM4Zqo5gO56ENpqIVQwC4apgiio=,1,0,,7,20151121,20170523
95Ty3J2gvfRxrdpVN4bcHHGxpzemSYbCKCw8B7kKcn4=,1,0,,4,20170108,20170111
gjlUSoPa2FmEYhdWqIGyWr5inKbQGV48lyr4EsY243s=,1,37,female,4,20151124,20171007
L2kNd3ovmCrnv39iUXHnTneWAD+fRrFW3MGjaqGUiYA=,5,37,female,3,20151113,20151116
wAlI36/nn4oI6jOwpf6qKnTux1u59HPSuupScYMHErQ=,1,0,,7,20110329,20171001
MgoH6fc/e9IqxX9i9eUlQUx8W/FAT65/GUgjBZtWmFc=,8,0,,9,20150717,20171222
OKKesKJKG//G+CCAkz+TqLPVAtH/l27TnrxVY3J9nms=,1,0,,4,20160131,20170917
hktVACF/j9VyKtmw/o/AkMpT3N75a82nda0fUamuR0E=,1,0,,7,20160212,20170911
i97L9qvyM0u7s3bEt/s8B79Cz0EWWi8njNsl0voKJZk=,10,28,female,4,20160124,20180419
5trnBBrd9r8rTznbzGyimfUlrT8mHshSW+jnZf7FA0g=,13,26,female,3,20150210,20171020
2OwFoqSSYrglA4JRP6bD30jDW3Y0pSAyHRftuBZFKXw=,1,0,,7,20151130,20170930
Z8grmh+hgHVHqzp+XpMkhJLDR9f50/8PvGKz9K1pwog=,1,0,,7,20110701,20170925
UvmFLZ5bY2UekLpJxw5cbI26LTKC/qNpvjG0InI4h1U=,13,34,female,9,20080907,20170930
u0TQUKxDciLNjL8OeS/xQrw6ghUAnoqBylnLnA9JUwo=,1,0,,7,20150803,20171002
x6jlICCeUFjSM9ofPYjl7ukt9dWGAVY5sOebxfHKCFw=,13,32,male,9,20080728,20170919
/1FTWM3LETYXP2O9fCTjCqWDymIUpx4WSx+zg9vjcEI=,4,17,female,3,20130601,20170822
dL3H8QUMfjYz3tBQucSnlbHT8gL8AgkiZi2tcW3CZ74=,11,29,male,9,20070416,20170927
yC7Y1/fjrPxli+boTsLkmPNaOpLzM6davSupV1c90uw=,4,24,female,3,20150115,20170917
eTZrkC2U4m4rYBw+ZAJGR5cGTNzZhnpHl8FyOGfd+5o=,22,0,female,3,20130822,20170909
oIoJ5Ey/PQsr12baY2EZxkXuC2LH/4SABiddMVOSXQk=,3,30,male,7,20110311,20171004
uVmUTYnPwFwONgj0duXXqK6Rdo7oiddkHHj3G6R5K1E=,1,37,male,7,20121221,20170329
X4ShSYnQUI64kmfKb28yP+l5wrad4ynI806EwWzvR8A=,13,22,female,9,20100402,20170916
oCGFUrB1dmkVwi2kgPS7T/e3fhIaSRWoX8KN3e5gnog=,13,32,female,9,20081010,20081011
wJWkzi18mWjqJq2oYuQmqfz/3dzNcQgBNym0JJjHdE4=,13,23,male,9,20111110,20171006
lUWK0eLIK1O5q/Dx9xRJU8gg0nyMk9Vlbq3o6y+QPq4=,1,0,,7,20120102,20171002
xZ0mHP4NtoSF9iRtYrmOUNRKsKmCk06gnZgI6mNQZeU=,4,31,female,9,20101203,20171027
xcug/qkR0QE+JbCh6c2rTtP1EZ4BB6M4yX6AfyDeSRA=,1,0,,4,20161029,20161105
HUKsbDatRAn5Z3jGE5pkM4qzoVbLgS3vre9NPWLWoWY=,1,0,,4,20170114,20170117
K1gZHFI/bb3jIPDQ8Gi07FCe9C7kXFQwogjsIXGDo8w=,1,0,,4,20161230,20170102
8ouwcoziu+Y6JJABxTROqIA659JGHymUn+tBqOqHaOA=,1,0,,4,20161111,20161118
Pnk/cIztkXN6f65cG17H3vKgyNpTUa7Y0ZQ7sE0SA1M=,1,0,,7,20110531,20170920
XH7USso0s3b7SLEUWJx7SfX2eGO/ZuZS5u3zGqFELnw=,15,31,female,9,20070210,20170923
czplO6BXatye4Z72YlLTwfVrlc0qckpDSyZ2/uWXFaQ=,13,23,male,9,20111110,20170213
PExq10mem8fll6gBEjw80Fe+6KuY0K20fibuzXiyWG4=,13,18,male,3,20120705,20120712
z68gjaNyWTtgGsNeElNWkhPrXthspqplx/4w/UXFs60=,1,0,,7,20151206,20171006
T2knGwEND7EbGb/o85i9Qq77yzXOcZ1DCNfFt2kSJDk=,1,0,,4,20160924,20160927
4435VShO419wLOOtd6tz+gz34ueqfBVgRLq3pZ1C1xQ=,15,0,female,9,20130429,20170908
ACd/pTQwlPRJnotmKoQb9+CunTzSkRt0HyVq8RGdq88=,4,20,male,3,20130819,20180917
+DLbv6qZLTpb8+EHlssu8r/7V97Q/zCa6P+K1laPyj4=,22,19,male,9,20150511,20170709
ARrCBHZ3h3XJted+kMxanZcxUDmAGk0LmACZueaLvmM=,15,20,female,7,20140822,20171006
UTlxKhcedZmqkDK1QKM3bTxxZYrhf3FEf52Qvhn7FR4=,11,23,female,3,20130914,20170714
CJHEYw3egBv1mjvR8Tm7TKnAMj4c/VL7t1GpinhY4xY=,18,22,female,3,20131205,20170922
axlbXX2+lFg5hUbaS94CZM1S+jlt96MQ0Me1izUQHkY=,1,0,,4,20160604,20160607
ngn6ZF5QhbJlU3/hD9VFka+GFxesSi4FYmeuwPu5ypU=,5,30,male,7,20120117,20170917
DQRxDwvxe99FMgsuLBwlq555foD/uMHQNWTZbLDpWIA=,10,26,female,7,20111216,20170908
MeKRnYmvqlqMu7a+u8BslB0g7dF274hLQZm+48Bp2/g=,5,32,female,7,20111220,20170710
VyUzpSro8IOitm2EYCIwKS88adbZUWKJuI51AZcKsQ8=,13,28,male,9,20090604,20170930
JkQacE3rvmhh65R04eDLbu+M7MCkpzmHwMGrbZo0puc=,15,24,female,7,20130212,20180319
5drXzkDKeNIudpX1sV31jgOjvLJ2/d+0Qsk788iYWTk=,5,0,female,3,20140305,20170922
6vDnqArot3MS62T5xyl6bk1wGqZR3mhG9OLGN6heCWo=,4,22,male,3,20150810,20170809
OtFDYldhphyokSmc4qSMN2JoJLy872RP2mRPUyox0Us=,4,35,male,9,20120514,20170929
GH5CcteDnxOzg5zkIV64sI2KJEapUnc374sfysaMw5E=,15,17,,9,20150121,20171230
rE46DiGUyren+x4fnt3viKrVilwQYrHyYfM6pmWMJB4=,1,0,,4,20160410,20161120
lrnAzPWrxgW9QrAH/08WEmtNR6h6L4Fc2pichjJPcsA=,1,0,,4,20151208,20161030
ZxRq2msfwq33oUhnaZGMfnvcnBeohIt3JDcQgFNce8A=,13,42,male,9,20110601,20170316
MekEoenDQ/CRo5c22FDIZXAL3v8kmaygmEKKV75uka0=,1,0,,7,20150311,20170930
5h7b4/KqBbLMPo3VZgfvSGM+JM8+uK2XHNJvBpOD6gg=,5,45,female,9,20051008,20170930
q1k0tFqTn70HvTtQlLVzfDUoElBz98A/VgwzNWGC/pA=,18,30,male,9,20040712,20170930
Df0FkQfL+EewjZykNBlJk/eF3FAGlhKSKFeGpLv4DLY=,13,23,female,9,20060429,20170610
RpyDMq3szcwCJ3MQHqwvcjR03D7y2rRKGze4C6BF9PI=,1,0,,7,20151111,20170908
Y+qLDmNYIZUZy+KwoViDNi3aVH3Qt3iRmOgJREATWeQ=,1,0,,4,20160405,20160408
UU4XX+jL/H8LsOBQagSA/TjoBBcdlERBc9BPXy3Mrv0=,15,0,,4,20160116,20180521
BC5M23wSr1uyw0On6Ebtoq6ve00DeKwmg7UnjQRWEEk=,22,25,female,3,20170115,20170205
4Yf3QBBXrY1uamnbPZXjKyM9qouJd+RziQ+MXf0cL88=,13,28,female,9,20120606,20170908
7I+25wvnos+WSIfOnvB9DYVqPE4bkvARzeUuoZm+NIk=,1,0,,7,20150509,20170930
+fJA7zF87fpr6LI0hwrsCmoGAe4r7K3wAqRlDDd8klo=,12,28,female,7,20110510,20170920
Nvrat9pQszuC/6aYL4JU//3A3Bn1Hh7Ul2Eq5vS5DKs=,5,35,male,3,20120811,20170930
jgnpBAtzPuLByCDm8gh7K1OiF6psOTXzyKdFkazOxq0=,13,0,,3,20131229,20171024
q5g2xvpmjNv9EuSV46UOB2nA6sbj/MZSUci40nM2abc=,5,36,male,9,20080117,20180321
sX8WZDQ07VqbZhxpU9KRA+xKPCu/gekl6ON2q3t0qm4=,1,0,,7,20151012,20170911
E1VDIwvaQSGhUOIWU17U4T6QHdCx/WEwEFDTuFUl4uk=,13,0,,9,20140915,20180519
G2AaPr2pl8eTShJIpkU7zCiT/vFteIPxhE2b1VrtEhw=,1,0,,4,20160825,20160828
6kjKB8hDbQjsdMdjWpY9hNeoMtxp/YwS9/8mZG7QLzY=,1,0,,7,20150911,20170914
MH/HeRmkJhBXf+Tu7vluuqMGhorovbjJFIrNFvYmFok=,22,22,female,4,20161229,20171015
IZ1ishBSanlmlCL+2Nuu5POR8iqDMEn+6iPNJnQoYYg=,13,19,male,9,20131030,20170202
xu9r1adsxG6vopl68JyNFkq7WesG2VkTdTkoM0BBqVc=,5,27,female,3,20130322,20180526
GoevdkJSkgF9eQRELeSGtZV88JmwN4ElbHa5Fh0QLhc=,1,0,,3,20130906,20170919
V+9JeBlo/YQNstuMEVjGInQaaC1jeYzm17hry3J/6RA=,22,0,male,3,20130224,20170306
JIvlJ7FBirbTlTdr12NBLGSxZGb/6rK9Tw0UPUm4W4M=,14,0,,3,20131029,20170921
MK60xfdG1psJ+merlmtq5NBpGGbSXmMWmkhwH6w9bYk=,13,18,male,9,20101124,20170613
UFcltK3u/LmkJq5NM9GS/tFHLtFp9qRXO8jxore1YHE=,10,23,male,9,20140910,20170807
MWH9c+MRZCFLB0LqaAR79nclzdJyln6ETsjPD0+WPW4=,6,20,male,4,20160908,20171026
PKXCwzRESw9n99g/4CqOgEBoxARUrsk9vzsVpIq7Nxg=,1,0,,4,20170207,20170210
GNgeHHx7JC0iXce3oXAnWIvZ9g/k0khgmFYbuOjsuSI=,1,0,,4,20160913,20160916
CN56dEBse2Swa6XywswGSb8OKdTj+2GBvPH96y3VImk=,5,27,male,4,20161030,20161106
FNqyyRdSqZJXcvtThRlBe17y5JITo5DN+eu4HGjnQtI=,1,0,,4,20170108,20170111
NACTOP7JFIELvxo2Nv0vvgPOb7d18jFpiyKQAkggL/M=,1,63,male,7,20110114,20170930
B4b7nkfYRm5O7t6DpJ4bRrBOEnstBNZf+DI3C3/4lyo=,1,0,,3,20140619,20150615
q5WhoisvTZRdg3mrhXT98XqtQhEBT5X/PIABJ2QciD4=,13,35,male,9,20110726,20180813
PUs/J7iNxCCMH/dJFJRSMq/xMQ7Y0xj7/ce3eaFYUeI=,1,0,,7,20140321,20171005
gP5rEs1jsJUOqvNNNW6othtOhKuazGnEfabP6UoswSs=,13,23,male,3,20140525,20170311
wiQnq16UUz0otCDgwjIPTIwUgvJTrBorJNNuK3n3BQg=,5,37,female,9,20070404,20170809
aTPqMyjBfTqQSAI8a0B91165ar0HiDLgwBL9sBXVTUA=,6,29,male,9,20070130,20171010
zmHnrnl0uNYDa0PfsWxWVNjbdfW76VLe2M0sJx/KNW0=,5,15,female,4,20160825,20161208
Xps6C3YxQ6uzRKHm0pr4R7pZwlD8OnxFuBKS3L9uLvY=,1,0,,7,20160405,20171005
9Gay6anmbXL+2aBBDNp8XfJJtl2LspNoi7+CKTLdw/k=,1,0,,7,20110321,20171002
uIOaLDRrRajbWcryYGEn+0edxoyo9xVoYrYRKab7Y7M=,1,0,,7,20150612,20170911
30VWgqLhKGuDOOiEIaFlkee0v3oV5bBFFazPijCbFt4=,8,20,male,3,20120723,20170823
ZNy2KnaAS8xukXBhkPpFb9CgIMQZO3ozQD/QRa0cxGw=,5,35,female,9,20110608,20170921
xJbPLrPBRaxAYfqXMAtI3w8/xJUQ9EuSB1XGPtR+hM4=,13,40,female,9,20080107,20181014
mC4Ck1dP8BES2Je+6wKj7RXeRuNaxdIG/JMY7/7VwoQ=,1,0,,7,20151106,20171006
DBe7zQvmISpQJhuSS4X0o67rlQjiPaxjp/cf+8RM72A=,8,34,male,9,20080513,20171019
jDKhSDB90nX9ozqU7M5X/7u1PzQ0CxyJaFy1vsCa1d8=,5,26,female,3,20130512,20180326
bQO+sV8oWqbzXu/+cS6EATMBfW8q8yQUS1fCdBNjsew=,1,0,,4,20170223,20170226
qlSrtLhXcD8twZXm2eUkdpdhoRHlvQi3nhsAQ/hb4QY=,1,0,,7,20120521,20170921
LUg92UmpzphfM1b8Mlwi9URR14rtIdrnzFertittKRs=,1,0,,4,20170108,20170115
G8Ez+MTB6Vi/iqxMG9kubHsez0y2ihH40Vhsjb6oOqk=,1,0,,7,20170111,20170912
AC/puTicFlYL4zNCe251cFB1Y7Vp+JdKmzzMdV/2oGQ=,1,0,,4,20170205,20170208
HyAY+ez9cAUp3fD9iTqAFCm38V7mzY5n39iZes2vz2c=,13,16,male,4,20170112,20170709
uIKbljU/x+5zgKzIiS+8NivGCOmgXzMmoyoDofWQjj4=,1,0,,4,20170122,20170125
k2+ct+ZdvsCWE0yetg4AOrX7JPKlHh4mcTM3eX86Xqc=,1,0,,4,20170226,20170301
RnTFiABVa2UXOFchSQN9spLnHWaBFZ+PPXSktSXIWvM=,1,23,male,4,20161120,20170129
FqoFbvBhn5IaIG7KZg3cXSDsWgspuw8tzZwMJ7PFirM=,1,0,,4,20151110,20151113
8HYlwJRUBpYy+UCpxL6gmnNu4m1Pz2or2owDPK74JNU=,1,0,,7,20110212,20170213
qqz0RD/tnBpJzdA01Mm2h+3X08/hA3DxWVamMXOSQoU=,1,0,,9,20150511,20170927
t7VIJ+BPgMFDPCj6b+b2TnRutYrhjFnfV819fKyefIo=,1,0,,7,20151218,20170917
SncpeR3DxSHGSTCyd0Oc6kOGw/x6Nl5oUIcali1h8tk=,6,30,male,3,20151227,20170908
gCyCOaC55zIr2kVr2TErQ1F/kRGqsFjU/XjPXUGMiIE=,1,0,,7,20101205,20170920
5WM7rBorebtFkVXlBH30DZIGN71mM7KBj/sSrto6SaU=,13,40,female,9,20070913,20170925
Dvsj5B8cfV+V/JinHk6jlxQ8CEXiN+lcizaWaLPHQT0=,13,28,male,9,20060120,20171018
t6XAYl5vR2a/EdhFoEN8/z6XphRlHZEjb7JkQy1FObU=,1,0,,7,20151220,20170609
I+159HbWb9Egw1HAyIjidi5gc+6YgSeCZ0o+a4+CBMQ=,1,0,,4,20161024,20161031
pG8EOLElSqqAfE+Z0gpgeMreLRkvxgAkzjp5wdCXfTU=,1,0,,4,20151205,20170921
Jd2BHsBagvpjEPs9vbPOy4AMmS09NUomjimvjRnolzo=,13,30,female,9,20071012,20170913
BQhfwNpQ+QTQKGfr97Ju0zdvTCtOiySyL9Nk3dUl+fQ=,1,0,,4,20160120,20161203
mDBXsg00DjeGXTW2S3VBD3bnJdnE4rKUrV2gHuR1Xxc=,1,0,,7,20160227,20170930
0GP9GMtl3DJlEwMw+VHCUvZ4dfK4cEJguVhDGsgyJU8=,13,19,male,3,20140715,20180211
/eTSwkQRDiykwvGob6387okPp+vwShyvyrqCel8+dlY=,1,0,,4,20161126,20161203
8kro97bs7pLNSx8W7YnsLlwGd8xmD8ATSJtCtfdvQXc=,1,0,,4,20170226,20170301
76L/1dgEBAG6PEeDCYBUSj+Nl9cFthdyrz01A0pgzXE=,4,27,female,7,20110827,20171005
rtcPMxZa+j8tbQuSjZJWTqjDDi3C2ey8yvPlPPJDC6I=,22,23,male,3,20130312,20180620
YhkkTI9heHueGXDTgpyWpVRjsI+fCFIaaFikRwIyu9k=,1,0,,4,20161203,20161206
rsU1JMElF9OE9TZAjcULSJVvDvQZKgPVyeFSdriWlXM=,1,0,,4,20170108,20170111
YWszuw1pWrEq8wfgThqveeG/L011d+hLfPtInhBXuug=,1,0,,4,20161020,20161027
YXJsZ31h9Svjb+pkDjs1n9h9aJBq3NPw8Kc4K9iOXec=,1,0,,4,20161202,20161205
LXW6g3hPZFuPjpkf/5O8g/1In7wprwV2aRg/3CuGbRQ=,1,0,,4,20161212,20161215
mCXb6LztY5lIYBzvGQX/DigbwhJT8shIh0v/8ka1p7U=,1,0,,13,20160925,20170924
hTfPnT2dK+a9LUnjkNuPl0tVGIM8F4ac0nlceEwGVuc=,1,0,,4,20170120,20170123
oTxgUGoUR069w6n8BLKSg9fRyyxn6oRf4vfU1mJEbOg=,1,20,female,3,20170117,20170713
eTYvdgC9GdkY1FzcfJDDc40p3qRsDYDGwEIGY2KBe3Y=,1,0,,7,20161005,20171004
9u/otM+/ym0uRjkpiksEoKG3kGoYe92tENEeSysg23M=,17,23,female,3,20170215,20170218
mPd9M2+bDkOvX2QgcKam6Ed1d8zXS9TpLExWcC6XCnU=,22,25,female,9,20110220,20171222
kRh4sRbbr2Et+idnNoqQUX0QoOMert1U0G90LlnKCdE=,10,25,female,9,20160807,20170912
Czzeqn2ovzF4O0P77HOiluZsIXdnEscAcYQmRwCgIkA=,1,39,female,3,20150102,20150615
PbBQynmMQOCY5UXonnsTiHCznztezP/9ZljoUejwfIQ=,11,19,female,9,20150316,20170914
Vl3db8kfUR3MPq2ZbwHrbsALKTjUYQCWDHw53+gkGig=,15,18,female,4,20160605,20170709
ZQbQiWQgoyPDP/cYkgDC0tCzFIjjBKIEEiU3/YGApMo=,4,26,female,3,20160129,20170907
ZSzp44By0jMgoYh/kuEpVF1Mj8aUrepPrABhjF7V4TM=,1,0,,7,20170103,20171002
NAqvJ6RIC+yJruX9JBwvKL2b+MgPCfOMYbt/495v/TM=,6,40,female,9,20050501,20170905
