song_id,name,isrc
7pITpy746RXEyvx75BHzRySTASwAa6SZbnZ4Q/g6Paw=,Right Back At You,USRC19501719
ojfTLzp3QTX6fXuDWW/CgCyaSKjgBr0E6qAIngcOiqU=,無限大,HKG581000001
8HKLPdaXEbHp2OQjpL3ohIPJCMs+pbs5QCyBKhKr/+A=,蓮花遍地開,
1DzQaVycDnBJa+hQJkJNyAy7xGV2JbJKX6VD0JNrd8A=,一廂情願,TWA259600102
vYxkjOKfZ5dKFAqw8N1MT6uJ9P/KqiS/21VEW/Wz4fg=,Searching So Long,USRH10285530
M6WTt/BLlTJBqFJ/CsQdteMdAaC24PBVM8otxt6KbTs=,Fly On The Windscreen,GBAJH1000527
4Srr/OQ7y2TVml0ZrcnWsjpTAUcsh2EhkCInSAGwTSk=,Nothing But the Blood,GBHH81300058
2xuVg7qGr3cNi4s1LFnbR7ABeZi3cCiJKoUxvdU++wg=,Mystique Sets,DEKU31100088
l6DZCCTfqK5SLjCNpSEd49OTasMkxP0svZwpWGLlhRo=,おとといおいで,JPPO01412871
NrTgNhWSJAH5poaCSz31KCHMybXRA5JDbGu818xypj4=,愛情把痛給了誰,
7PksT1wDUYrcCyZawk+of6WczgK5gq+kf6K2i/OWRAQ=,Starmachine2000,SE3SO1300307
pM5vMWod1uLKk93T9PF/cLUbKlVqvJDSbdZIyoVTOeM=,6色彩虹,
ronlv6XNiqX3DaBJmlstyBhdmHZ4gcLys/SzKXdkIiw=,Happy Talk,US9331518303
C4y8pwnWm/J1sn3OjAZ0E2Dfr5g8iccL8RjE4UtTtoU=,Cutting Edge,
N/BBqQmzfRrOBDvKwlke0ZnzziLQkyy6hSfkW6OBdmA=,kuchibiru motion,JPKS00700922
VvvDaLrL3y+QMWd0KOiubNpDPH0eIz0w1xZqWXIxgJg=,只要你過得比我好,
OdeHIPuEZKbr1INh1QltYyInbuAuSF07Av5yqbMcblg=,快樂移動,HKUM71000241
8xVa2frMFxxaG68R+NtoXsvpDx8JIpKKjQMC52Lw3kc=,Last Time,GBAKX1600028
vDw4uIJeWe5okKazLSEZ2gxrcPut5JZ5DVTRU1/LNmA=,十字路口,TWE210602041
5efspB0Iydr1vrOlMDULxwpnywEUoLVpH3lYehqEE5g=,分手總要在雨天,HKC840700066
ancFwFz0HuHJiW57PYz9Zj0F2Pb1E3ktMufFvHJRz6k=,原諒我 (洛克先生Live版),TWA531036522
kN2JEqc+xk2PTfSZbvVr+CTUnGz83oSi7CJGUpdQ55k=,It's A Feeling,USSM19801936
xO3qX5zzQoYZJXvYDpp1IyLN9rdUn11bwH5DGeawzy8=,Perfect Kiss,QMFCN1342490
BedZ4Uu8fedT22KdyTTU2x5qgmVNE5nRhf7/2f2HX7s=,I Wish That I Could Fall In Love,USBN10600062
TZC2tjytBFWHEJJmbLwOv0HvrZwgkPOafeNLO3DCzk0=,Samba Do Orfeu,BREMI5900178
CFeze/6IAQOTGnI42qC3vWsTxKIrH5DDnxzs3PprKAE=,煙火的季節 (Yan Huo De Ji Jie),TWA470214002
Tsje5zwwnlA39m9Qne+IHnjKQzUzK9YDQC7zefq3MwA=,Brahms: Violin Concerto in D major – 1st mvt.,GBF078310011
WUY8jVPCFNoadkhcGJ5e72/slOgRZ2alDwD6LPeaqmg=,Chakra Balancing,PLL431429750
R6ZYxmtTRfZQctXaD+zrngxRLPAm+B8baE0XrNO3jTE=,三寶頌,HKA610500454
OtmFPkLZKPMl9G4NC0+2M8/gL826Wfp4qAggblPo+Xg=,O Little Town Of Bethlehem,USSM11105448
CgZ8r1ASKCx3dJtPJbq0MZCiVC5LXiNe/xR8INNmrG0=,Labyrinth,GBPS81528740
4S42R9R+5j3dkSjnXf33rRsqr1ZApUj6f/6NNImPs2A=,Valse No. 4 en fa majeur Op. 34 No. 3,FR6V80663832
l0mjUrAIfaqE+cC6JOi2oRleznZElpfFX7ZDe27Vytg=,相愛,TWX351500104
KF7EyyaLM+YKpvAvPeK3+K3pVYLF4XCc8Qii0eRFSs8=,The Trout Quintet(鱒魚),
FUli6s1GTWEtJCEEL9QicCCTopiJ5R0gmk2FHOb2xwQ=,Fuyugaowarumaeni,JPSR01103401
kZwesCnVVHRz8bwqWmrVvd/oiGOGNBHf33Znkd/y6zs=,Wild Eyes,FR1Z41200036
bGaXSo1YyZpwPkWf/njS7aXznrwbS+HuBhCe7CiUgHY=,讓我聽你,TWA450686909
PwcB45HDLE5Qkrh93LGJgTAVle8J2II0dbKGqSU28Lc=,Heartbreak Heard Around the World,USRC11400983
5H+OZFLx0z4ihtYoI+KRyu8D/jEGTVLg3PIJsrltSX0=,我沒有騙你,TWA750001514
g2+LGfRXYUPOzn6k+mhgsXWIA1h6wbV/ODtEFcji4lw=,Knock 'Em Out,GBAYE0600497
1TICxqo9SvAuv3UvPDobdDoozogGPj6nDJxH1SgU4EQ=,Divin',KRA381500084
JQoMProXlCCB/LEaPgXLolAD1LRpFgoftAyJrumbq+g=,Ascendence,USV351494606
70eoAsObs5Wl+xzFtRiVOTHXttY5Ms1SpzjDXsGqjzI=,Gold Coins,GBAHS1400290
KMQQBqTyWuKOY1w2oNA96OaUU3rOwCYNy0XNHl/lP5g=,Finished (Instrumental),SGB121520009
mvF5m11FeR0nzHvlDIfwjAEC6Wbx2BE18T1ylbSBxhU=,Shout Out,KRB801301001
bQJhDgAtsZBEaFgFLRpc7XE97T4E1LyTSsIWl2dA9Uk=,一生一世的愛,TWA750001506
9zahE50v1kKE6Mprrq+SwWhn0+w4BWz1kKhM1dI/KOA=,讓妳愉快,HKC339400214
OmYH/kJa7ALgDspn2drcgTd4WaxLNQQ4rw+d2n7YxhA=,Siciliano,
ibVt7yHmiYvZ9pejU1fTvmtrpM94wq1J8Mphpq1Y0Qs=,Sunset Over Manaan,USHR11636951
YyszOkc/HbdAPIfyV5HEW1U3nisY1YG46rTJZYiUhvE=,The Water Is Wide,AUAB01100076
heOxqFTaA7ONsBam6ehqnTDTTGA4lZTX1AC/NnnJH0g=,I Am A Thousand Winds,GBBBA0840760
+55LtJS4IJEn6ZL5Q4SKFrPzgpvRumwL4HChgoyscMU=,往日情懷(The Way We Were),TWA530579210
aA0lYDLFX5etW4JdASHZ/g111KwV3PKLele2GYBBM/A=,面紅紅,TWD970300009
PJy46mY8YExoOkM8ivq7tBUnRDgW7I5+ueSTq523gmY=,19 Nocturnes (2008 Digital Remaster): No. 2 in E flat major Op. 9 No. 2,GBAYC0703556
VT67DhuJ+t1AF4J1/oILCneT6VPlEWQ7rPHilFmbHFk=,Daydreamer,GBHKB0500051
965w3RRdzYELuImmfRgV78zsYoOfBhJ7Z4lkR0YgfvM=,Fires and Waters,ITO101590929
kQ6QckFHsL0CB01xo5fQInXAwbJcWDWe9Y/GHICjzXg=,Trio for Flute| Oboe and Piano: ii. Andante semplice,GBATS9851813
QH0ms2sYVkR7KYF9rda9DZP/e4zEsTS3Nc9Rvea2sY4=,Otsukimi recital,JPKI01510422
w3XcQ8iftTA5Iwmp8q7pGjj6OSkB+rsYA0ty8ZSlvJc=,Time to Shine,CH2741501003
H/13PlvHdJLrJATdu3tlH7fVwZMINKgQNqplzyZX4Ok=,If I Go| I'm Goin',USCGJ1631345
bhge0kILKc4A+Jp1nGfU1ngRACRFwjZThXB7J3VVHRk=,Theme From Antarctica,NLF058990003
trvpH4rVwTfi1yX42aD/97wa5sLUhDJ7jGyNM4OoW74=,I'm Not A Fool,KRNAR1604484
8BC+cfC7Atn9Ig8MznSoga+Wodg0Ng8qzyQAzliAzck=,Prophecy,USAT21602885
hMvsRIYFw5WzTvBhPOfZIXbFSq149Dg0dVcic2yvtGM=,Samson,USWB10601621
msr4b85RSBPXjKYe02Cx41DR8ODC67Mpno7tVjK78xI=,心有千千結,MYHY11502700
/Wbli41upj9wUce/kX5xG+FR07w0WP3ceZx6lzxnP0A=,Woo I,GB32E1303602
aIOm+zDb3e2xr0hMpIwdbTQ+kVXPZ8sDnPBBAFk/IVs=,Animals (Remix),TCABR1397214
enSm3EmBM6Ce2OK5wJioWIZjyDDmeaKDEwUI8ADrB6M=,I Got The News,USMC17647233
DjhhjHdT5zV5AS+SJom6gA7ZCjxgV34OZu2hjaM4KcA=,"Serenade No.9 In D ""Post Horn"" K320",USR1B0620480
Dbg8ddWvuCVfZCi+6XBHpNaBGClTgHbYR88DXvNmwbE=,Trailer Hitch,QMR4Q1400034
yo4ioEM/84jt4a1CIJ22xLAgUB79qR5jqIe5YGsmad4=,島之歌 - 李智秀,
YC4NvMj7pEy+q97egElqRFrVUSHoecdBJ7yNX4DDO8k=,Merrily We Roll Along,TCAAT1056159
o6X+eOblXMOBeT1MVNkoHzTRWTqgz2BM1REKxN/5MUE=,Pure Sound for Yoga,PLL431460740
E010/AgqtjJPvSW0Ag4l7yMtAyz8Tfw2Euqicgc5MLc=,Bakapoji Don't Stop Music,JPPO01219159
SOMn3x9225IBhVcPtIGHsiLB1wNmngAUhXRAA3JiKTo=,A Mi Manera,GBHMU0400009
4Iq1zNvBNlJ8VL95sSHmZGpNquCzso4c55JysLSRY9o=,每一次喊你,TWQ371601006
9B62EOb6ZjfPMsn46LDFBBpbHli1FIDql8pVmOChZUM=,Visualize,JPSR00800882
UyWpvW/kJIAPKDFdPBl41xbfOeJ2BEAfmxr6XK5wIz8=,幸運草,
ixqJHmJTitgTSxoUOjBU5ymaKN5Xe2VhbIfzGcba14A=,V. Grave - Pesante,USB8U1601204
v7TDcR4HzYChcm/o6k4ms5QaUnfnYKwtoGWSIfiVyOs=,All That I Need,NOYEL1607010
XqI9cDLZggrKfAiydz4ZuuKUcJdVd//xyqGtebi0KEQ=,Sonata Nr. 15,TRA160600048
PkSMX3bsHUyq7delSSm2BGs/Py8kkpzi1eaVbFs7bcY=,親蜜愛人,
QNuxME3z98soFobUS3IE4AfN+SI5KeQjTS3JcU9Qo3g=,Henze: El Cimarrón (1969-1970) - The autobiography of the runaway slave Esteban Montejo - Recital for four musicans - Memories,DEF057004000
T+xUFqo1yEvM8O4XWpAe3l42bJlNND+BQc0/+2sb6wU=,First Confession of Love (feat. Who R U?),KRA251602083
89sToq7VJTeawrwtnRZ7FbjcUbWPhW/HcYyaNBOs7n4=,晚安，倫巴,TWK231003613
Xqy3z49JzKzmFxFhUKTHSjpXEB+oYJg5S/OTrtRr/RA=,Sweet Dreams,USAR19901118
RqEnyEEwc7O6wWPSbe5QRYtcQNPOw615Pj6H40+Bwzk=,Problematization,USUM71307223
wjadzMmrnEl0UgwdZoXmXIM1/hfyYQjwc/g8ofHItMc=,Waves: Cove,GBPS81525923
XqNxEcDqyMqFiif/LsA/Dilgo9u0/PvKt+opgnhDCg0=,Chained To The Wheel,AUSM09300028
sH/4li0MhLc2Lk9sfPAY3WUhJxs37FGAsxpfQeRdhWI=,街,
jrELTEm0BMHknM3LAiT2xmFF9C6EBphVsWD1oNk3aXw=,I'm With Stupid (Melnyk Heavy Petting Mix),EMIDD0599690
X4ino+S1OsApJLLJaNG36GngMyhBl7U1lWPtj/gGRvg=,Black Wonders of the World,USSM17400561
C0YfD0WcFu38pupi+3zS8LjKb6We/qAc/iJUBJoeJPM=,牽引,TWA170802507
dOe5bOKbXqMvBSsfbtdW1e90o0xjWIPeNc1XIw+kndo=,Long Lie The River / Mull Of Kintyre,BEI011100115
20p6k/HJv5nqxPvS3ZuoiCwWtUPanVVjNULhDgevHAk=,"熱血青年(電影""玉女添丁""歌曲)",HKG070100088
HRJu/6iAetyoocFbyjl5iSYOmdnDuB3lBk3QjGgHGbw=,Thought Of You,USUM71205298
aa0NMmqmKng0RGTr8H5YF2osSCP8DJFjNEAXFhng/FE=,追光使者,CNZ171601127
lyQnl/8YbQ4uYsDh+1TMIwkeJELCij1MdD7pi7ioJK4=,Vera C.(薇西莉雅),
fhDLB2QTMRMoNIlvnHErOv2mTdWoYV1aP5SdHlFRHdI=,It's Not So Hard,USCA20600851
ELbHq76Zdf3qsr85FfhoorWw9u86gleSKd7QD9WJ5Lc=,Precious Nature,TWBZ31601006
8MxP0A+RrgIyBewyL8ZOFItR9JhyxGrUHcYS2PqPzxI=,Loveable,USUM71601023
FPjqQn5ycsojVFvCRtQQspOXqPD/inWwiMwP2N/9cPg=,Mi Inspiración - SACHA BOUTROS feat. CHUCHITO VALDES,
76Eww89lBo+7lg3tEka7N6FiQQVLePU4iGSORtDN93o=,Chasseurs de girafes,FR6V80235766
KRX6qegmOOZwHsa1BvjMK0QxFJB426bD1fiRFdSTYo8=,Just a Feeling,US5TA1300021
gVx6RTPEjhZRs352FgNN/qQ7U14QfjbVvDJ9t0+P30M=,粗心大意,
7SCOt3WmV2DcLe+VFZ7RC4okujfOElym974NE5LRyCM=,Won't You Come Back?,GBAAA8800272
NMCzV/du+8ZAo8qAU9ujPYa1+1aUxOE0eUB88r3P4Xo=,Свет и тьма,TCACM1654282
8PII2tIT95y3RxJ1qbOYGdlfwDS1DXBz7PNuMNfUOmc=,Barbie Doll,USA2P1657117
vw5FOFFvECbwMx8D3FNkN1X6nkBV742EcnzLd5jRAjY=,拓人の想い,JPWP01671296
5PF/lW6yh8eiIKa2Ius3Xfnhp4gBKnmMnA4dwXGlUm8=,The Lost World,
lNh3ZJXT0AOEH0esFPbVbs6FSK7/wn2oeZ3dXQNLx90=,默契 (Mo Qi (Needn't Say A )),TWB659800310
Coc+SFHn7a+sH3eVX25QFYVF8WdGzvKp7I5zfuFYkvI=,Second Present,JPU901600125
4MgQzerc/Q9ZLu3Or6dxdxoZgv18l4Ao8aWCuFkmUVs=,我不夠好,HKJ341400152
RtHgo+xg4dTLG5USMirDeahyjsvEpcQda/WnoYzeWtc=,First Love,USUM71405809
tRqVwAnnyvasETjx84F02RHN5Gt8zyLkdBaBd5RuLlM=,This Year's Kisses,FR6V80318462
DMAmUnrx/NEh48Yj2SkB8MEFcsk+m2ONrMXMXENUgq8=,Adam Arrives to London,USLS51562701
QNLVrvLo3eBDpiOJNt7UAyGCc56XjUoPpr4BzFibWrU=,夏荷娉婷－白河‧荷花(The Graceful Summer Lotus) 　 ,TWC830316001
NP3pMRKWXCHi7MwV7V4sEuasU7oV70geT1Gjr3e9mpA=,White Christmas,USMC14203009
2QMWyVaLzr1gU2XEjXBqO1Y/UOe1VN6E/KrJsTM3dk4=,Takin' A Chnace On Love,JPI291403705
1YbxcHFBGHX6uOse3lFYwZIGsvaIByErr9Dih4H09PE=,Steal Away,USHM91670018
eBzdhQh2KznXZ9DuQbAbc2vZPNaO9CO+y/NEGcqAvKk=,酔待酒,JPTK09200740
+AerXaIZTS8AeyVmRpfGrmucGUDg/CM4Z36Vcv29/qo=,CRYSTAL CLEAR,
jOcMPZoF1SE2jAYGFuxJhrfokgrirjV2WcSkK19HybY=,The Art of Sharing Lovers,US5260609404
RqcN2H4yiFJ/X7kfQENRyngLz7StIA+n8vl2xAXeHLg=,Chopin : Ballade No.2 in F major Op.38,FRZ209214820
/rcj7svWHxYMegFZq+swUZXQYb2LafXM4CvPxArlHD4=,Winter Festival 冬祭-陳宏豪、文傑‧格達德班,
+xyEqnspbpD+ahTxgxqMV5qpST+kmRBj12RsxdkIL8k=,四月天,
upvIVDS6cJZGc1L5xvsSjdRi4BjnnKPFDKw4fLvANcw=,Can't Make You Love Me,USJI10000151
25jQLiu9mpjUbfT4NapcHzBM04qe/5IIrQz603OJzkM=,Try,QMMZN1701256
9aORS9Vsy1AW+01tAsWlJsw6qUwfPwD722jdC9U7FVE=,Adagio for Strings| Op. 11,GBPS81516862
P4JcvbOtCk0//p/Fes1vTtwxb/4/7KdAMGmfeGyrQko=,Need I Say More,NOAMM0300198
9KqWgZ9ckE6zqBLecjfc1jVSSBH/jzXeR9z/N4za9Fs=,Mirai e no zensoukyoku,JPKI01112748
MpmE1kQqRS+UPBwPZQBQL2UrqDQdhnyvMDqfAGLqZiY=,你還願為我守候在冷冷寒風中嗎,TWB511589105
3ako/YNmt04n2d3DcZn7Yw2fWtVLO9NhiNfBqOurOok=,wimp,JPB601400288
RBXDFC98LxFNfpvvzrVRIpE0ZIRdF1HLhSmAmo+9HQU=,PoP! Goes My Heart (Album Version),USAT20700310
LQV34jQrU8RYdnXlcsPIu/QPFRQ6ZDnKcLzWkV3ch/4=,Can I Be Me,USQY51604324
RIHg6KlUXhHaaU8UHMGq+JA16pA4FrxmAJzOxYLv6bY=,Can't Sleep,GBEWA0600621
bzE41EoOf3Lc5/7k6F7LzMRJZ3rUcMRbl1KcFD3byPU=,Wish,USA5W0600023
5p+I02B5yvLg17RMKxPhO86lfNZ0MWFDE9SfQ2L9i4U=,忽然之間,TWA459903808
fU/mkEBH5sLA0vqUSPeLm4pHH5NWaQG5o/r5gpHyF+o=,Express Yourself (feat. Nicky Da B),USZ4V1200002
94f2Wv/AuyxixVP6pXw0XtifgErlsKtQ1AtID4EaRhs=,Worth My Time,USUM71414047
HxaUMpFilWbEPhJTW0sv8l1T8WcUtFPlW7scxVDuOQk=,The Other Night,TCACL1635847
N/dYpY6IqOVDU4V5mJJum4HP4xxIHXXrxq0w/YlUCOo=,そのままの君でいて,JPTK09600970
h0wTHXdhdN558VNPGmL7f7EuS84+GJJcuUminWZObFM=,心夢,HKA610300746
HYVl7T9pkv2lsnkow0AHjx5WYMXF+9Bvnl55G4zC3B4=,我是真的不願放開你的手,
cZEUxY6DdgHo3XtEQXO/O9q1uKZhotvuMhXRpXZud40=,How Beautiful,US4EB0501707
znuHgpsAw/QAzBoN53pklQ3+/+zdLd5nWxCpIcG5cG0=,Nocturnes| Op. 48: No. 2 in F-Sharp Minor,USZDG0600973
sdPrjGpMUOh7eoxmPEdhapBsYMgZe9zyYbvye3NSbEk=,Lies,USRC11501087
I97kDSO2h+CUUfz8Toq3z55dFT2ZuWvtxynQRVzcU+8=,Your Presence Is Heaven,US25L1200363
Xd9gaWiNOrYyFSWD1OwLTB/5f584PF47OzVg1m2TB6E=,Bon Appetit 享受吧,JPB601176406
h+3htwrWRYFudtIn3gPJWavmHmQd2kqDwLaHRlBPrwY=,Suelta Mi Mano,MXF010500257
GbuHlDpeHhT+s2GcPZVwlxM7g07QdwanZqd7fT+u54c=,White Lilies,USUR40721107
3s88chfo3ET7ky+s0tw1lF0JFe3OzoeDEnw9aVGCzlg=,Body  And Soul (For Coleman Hawkins),USGR10001321
tbgE3w83gdpfFF6KGPqV2Ep7YhurC7PsMU5r+UACGTw=,KAZENO SUGATA,
JDY0ujYwCHruPaNOatAAZZmfiTOO6K0i4abXhM/2qOs=,Love(愛),
jOQAEPgOzf6biCDLhrgVATO1g+iZdKecK4ypPHwFOLQ=,(Exchange),GBAAA9800350
3SUA6jUgVkwln2i4Ctg8+shNcmhVyWbsXT0inL4af8g=,Two Of Us,GBAZP9600179
clhVL4tqLDaIDtdoZyYYOhhSF//G1rZJ27X+kYtgqiI=,情人的關懷,HKA619900375
y44sr4dpSWcvJ1f0QsM2dkP+dhz/wV2iAbMaWTUf3Gs=,One Day,USAT21303901
WZb9/xesoseXTFkLpcnQleR3+YKCvXeHu8ltWWWdLWw=,New York State Of Mind,FRX201623154
dkumY67aJfJ+ozztaGK8HXLYvVG84Ta3WLVin17nDAM=,愛情龐克,HKA610401194
GSmGYEJ25bfzRrndaXAbjBj8fTPPZw2WBHTxVTGLjnU=,Santa Claus Is Comin' in a Boogie Woogie Choo Choo Train,GBPS81500087
7glmiF6hwfBJm5kJrQ7yptMIXXuqj7VN5dS0myq3oGA=,Pour Elise,
yyrUwAFekWqPjRTw8Ek03xRXzOvgE5xvjwP+6xwRDqk=,The Fox (What Does the Fox Say?) [Radio Version],TCACA1443045
1swWr4xsD6furmR18dfaMHwmnu6Yn33YmT+HDy6ALKw=,Dancehall,GBUM71207592
H0o2d7MuF+l3cfzu7f1ew63yiOvVTSviY0DsZKT2xko=,"Etude No.10 ""Der Zauberlehring""",DEN960802390
SeNM03EUA1eHUF6wDq3D/MmeTqn6FK4+VeloCMtG9i4=,Phoenix Hearts,QMGKG1300013
S+bFExZ/i4Q8d7a4HBxL1h1mK64YsoOJDpNFOL7ZSnY=,Mercy Mercy Me (The Ecology),USMO17100046
RcbytB2mNGH+bu4jrEAV3+od75KeYC7S70a+6yq5x48=,Nellyville,USUR10200372
ROisVGTzSPSPZZ9YQyPZgAOUsjkotkNGXPycl0whPAM=,Schumann : Variations on an Original Theme in E flat major Op. posth : Variation V,DEA809705406
l4qZN/58FZut/hxhTEwiTUbQ55mNNn99eY0lB6LYxUk=,Your Garden,THBEC0000243
13lg9FXu0PfObR+UChRh8fHvEkBI8KhJvCrBe76/HFg=,籠中的強尼（收錄於「靈魂的去向」專輯）,JPVI00839890
lKpiOSnY1pr5Ass5GCV0KuV9V4tiC0UEPXXw7TS+P7M=,Second Look,QMV8L1212602
1eYoD3GEEVCabab2Fvfazg02fFsqPSsP8rvkkzJA1GA=,Break The Spell,GBCTA1100700
pCLyY8n+mfLF3uL7bd3vO7P3dDKvRz1loB7AezJyN4k=,Happy New Year,TWA471307009
abqllZ6BKbVO/aczEZ0kOE5Ar+OOg04TnWNToqXZjEM=,For the Heart I Once Had,FIUM70700255
rtD2/5vmhk6y3gBSAp98H47s1WNTd1zy+j8DvKACMzI=,ホワイトワルツ,JPPO01349160
yTE8o6HCU42NLeTbpQnV57uUfo4zUZxY0ac6A/GaTCM=,甩啦甩啦,
XmWTWjZTIf4zMCpplA6Eu/oW3PtIpop6q1zoWYfim10=,White Christmas,USRE11200665
XHMlPHOi344Rvx0xb7V0wan2RyAwxDcLkzprrpQBdUk=,ラピカム,JPPO01202004
/x/oLz9lD7bE8RS+xkDBKGJIG+TX6WbUUMVnXg4Higs=,Opening,USGY30100012
IxQBAZKyVBCRmFSUJQoctmdbAoSm0px65ibtce5kIPk=,Tearing Me Up,GBCEL1500297
gWhMVPEjGQZfPpp+JMaHmxCY5Cmlzo5lkppTZhPV0c8=,Whole New World (A),US8K20962836
lAtv+A1aZhppeNZ0XTRP+rGbLMnWibjXDMxjlT77h1M=,Our Time,
tlXKwsiO9d8dCc6wivQcy6P+Ra9J388Zp7P45GfiNl4=,Get In My Car,USLF20900104
a6D4pwKI/wkf8Xo0HjTzUpA2yj7PO1eaSsgXZVfy17U=,Digital Life,AUUM71600597
N0VEGPO4L4IVxdeb4U+UQBC2KrhEZLT2BV6ySLWwWeI=,睡美人 (Shui Mei Ren),TWA470606007
/i5A6GBY7+kMQDGkpV456jMc3GfY33wJXQJTBRehP/8=,Too Funky,GBBBM9202007
HFbpMS1vTUmc0XfxiyCQT7yqaefM6t0HDIYyUtEKkME=,溫柔心願,CNE041200002
RJZiaJngPfwSrm9eJJDoQbMBiQUvZ7nHzpahouzWbCo=,Dolphin Dance,USBN28600403
QAnPf0mr6DdiJCUm70BEQOGpUcayGKYLLClQ8yMVAfE=,WAIT AND I WILL WAIT,
YTi5LugiGNNW3hwv+5oXRYTGABs3STSiNRVANMINFiE=,At Your Service,FRZ811509072
VL51WuDoAmDtUNoKqouZW84OeIdrzrY7QkTwB4Sc9A0=,Billionaire (feat. Bruno Mars),USAT21000256
9P4sEoSDnsbBOchpLMHgQ2EfylM9rB/S2QpW8+qIpSw=,Knocks Me Back,DMBMD1500014
emCFS2cGHiFWy14t2Rtw1JmoAOvGsrSZEcXRwkzUCuM=,School of Bleeders,USVIC1470511
yPmRtDfwCEdrQcQv6CpXhvlux9CR5UAd7uqG8GmeyX8=,Persona,USRH10800592
iY7vsGZxzXSrJ6MDrNcD/kyzKZlWAB17SyhS6PTXY5k=,Sun Goes Down,DEN061501648
ityqnsN4Px4rrJ8f/YRAjkziBVRnvx88Lg9Tw5/+9IA=,La Bonita,USQX91201296
ZNn3uosDzKhnLe8KsGNfCwkSXKKrTlFCFRkukEI/M6Q=,Зимний вечер (feat. Smirnova),TCACJ1579858
J0FW0ATQyjqsDB9yXQLDPPqfZJzODWLr95kv9QXK0J0=,You Know I Should Be Leaving Soon,US3R49900014
NxfkuhyDoxt4WWdVq+/VEe7jomIMo6kr/ufClW9JNDc=,Unlikely Allies,USSR21000221
INbRakp0zI4ukKicC6Oc+f5MGcQl237Pml17MoZ19dE=,MERRY-GO-ROUND,
xGMPxMYAq6pyi+aemNHyd3XrxKPijeQ3TCSBmOItcJc=,Rip It Up,ITCF41300860
y/bfXEEXW2FR7XtxQwKHuz9pyiHLgyrGX4ecHjYdM40=,the deepest secret no one knows,TCJPE1673857
XT3M7rzs3AiOTMRgCv8JjUJaUWjw1c6IAQ0xzkzdUvM=,Cinema Paradiso (Se) (Album Version),USWB10106944
fFknjbIiQZZlJ5r8n9+1t8SwLM2VF64y5CFZ+uqSpS0=,Jump Jump,USUG11501683
Gk7A3tKQAcHe73vt39GWyzf27KgjIZH6Z6M/Tzgk6HU=,沈黙の恋人,JPG101200808
6vAT5AA/y3783JyG2EBinclO+4m0iFq4k782xyfQ/g8=,Wabbits (feat. Pants Party & Brandon Burn),TCABO1377322
CWYbLbxqDEk9RWmQKAZundYkKEbWoG/TTUU+icpVsH4=,Kioku,TCJPD1686055
UI/md7GOu1NRw8W7YRDMCal8cAZhtH0mpnsJz2sU2p0=,Funeral (feat. Jeezy),QMCE31500236
9ojkk6rLea1O4ZDMt6xkkyCZMosJrAiMaKF5LRqxqVw=,It's a Pony Kind of Christmas,USQX91502900
ilOjm9CjsVfggBIHLgIkrbMdWCj9F8S/X2iGRryL41c=,Thriller,USSM18200002
RYqJMgWMLpNos5obelZxxSksxQVbH8MOUCPNPK2ajNQ=,Never Felt Like Christmas,USAT21504258
jgkWvI+vUMkw//VADyeQkA7y4Suz1Dw0JH36ZGDSyiU=,太空科學篇1：太空梭和火箭,
m7Kii/4qu3pA2xwmaza3yAnr7h1O4WwHWJiNh4jJCEY=,Josephine,GBUM71507011
/ssxtZHfd7v6Q6XtvEht92XZUYgX8vc5t89quu2ZdQ0=,Clarinet Concerto in A Mmajor| K. 622: II. Adagio,USV351311166
BcSfp75BZYnQhPa3/rk6zFUQpj8ykoI/EhwsNHEuVOs=,Moment Of Truth,USTN10600099
6scx7ykijLBu10Gnaz+men8bFY2zgsyODUKTgAENk7s=,給我愛,
DNwU5Vu4a2R3Urg4EgG25alq5da95/2rE+n544jH+Hc=,Technica,
wkaYkAkIxzeM3p5lvRAdiiUrK+1Hk1Pq+jdqevGXEa8=,Visions,FR0W69931967
rM4SHTx4vRlH7UHEIYYYmHOZ0oH5JWktZq2aIf7inXk=,Dear Darlin',GBARL1201982
NP7anU1g7/VHFiD7esztjK3BsL4Zwe0SfMAGPNS10Kw=,The Changing Man/While It Still Beats (Ouroboros Part 1),USRC11601225
vV7fWsbm5hyZYFbU5qn+zRyneyq5Cyqb/fuxAG4TZiY=,Blank Space (Nightcore Remix),TCACK1513631
smEKbRG1vb2fBjc9qHk+zVy2+DTU4QZLVdB7Pw6lmVg=,狗狗來歡唱,
5WPhx0uCJgbUP7khm5sb19o1TvFI0NNcPpUrDp3fvgE=,Ko Olina Morning,TCJPE1641848
sOPIMUeljiuCUk9lrkK87lJEuXCGLyj7qJAQ2fgVY/E=,El Son Del Cha-Cha-Cha,DEP199820602
s/JJ6AVi/QWwN79F5TSEuK3ei8kaxb9//GVMsFTCZxE=,風箏之夢(重陽登高風箏飛舞),TWC010401471
Km2qkc2Z293DBxykFJ6ZlgC1JerOcE6cOHJ3h1cJhpU=,Intensely Personal,GBPS81513300
Rf9rnk4VOYQI3Cvb84nm9HTbDgRz7CRLvYqIuo5X3Yg=,Pyrrhic Victoria,USSM11002996
15YOmzR5o1fUC+nhREMo9HXQrf9t/xKWCLDZ8Seo35E=,What Do You Want from Me? (144 BPM),GBPS81515935
0PntcQ86foQXet3xMohsi2lpbBKPUFYNzfQ5MzjFItQ=,United,USBN29700976
